source_sheet,source_row,guide_family,model_key,model_key_confidence,price_block_label,raw_values,notes
Price Schedule,283,corvette,,,raw_price_schedule_row,"["""",""SRN"",""10-spoke Gloss Black Aluminum Wheels"",""Z06"",""1095"",""0"",""1095"",""996.45"",""963.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,284,corvette,,,raw_price_schedule_row,"["""",""STX"",""10-spoke Bright Polished with Carbon Flash Pockets Aluminum Wheels"",""Z06"",""1995"",""0"",""1995"",""1815.45"",""1755.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,285,corvette,,,raw_price_schedule_row,"["""",""STZ"",""Visible Carbon Fiber Wheels with Red Stripe"","""",""15500"",""0"",""15500"",""14105"",""13640"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,286,corvette,,,raw_price_schedule_row,"["""",""SU1"",""10-Spoke, Visible Carbon Fiber wheels"",""ZR1/ZR1X Only"",""15995"",""0"",""15995"",""14555.45"",""14075.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,287,corvette,,,raw_price_schedule_row,"["""",""SWN"",""10-spoke, Gloss Black Forged Aluminum Wheels"",""Grand Sport/Grand Sport X"",""1095"",""0"",""1095"",""996.45"",""963.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,288,corvette,,,raw_price_schedule_row,"["""",""SWO"",""10-spoke,High Polished Forged Aluminum Wheels"",""Grand Sport/Grand Sport X"",""1495"",""0"",""1495"",""1360.45"",""1315.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,289,corvette,,,raw_price_schedule_row,"["""",""SWP"",""Carbon Flash-Painted with Bright Polished Forged Aluminum Wheels"",""Grand Sport/Grand Sport X"",""1495"",""0"",""1495"",""1360.45"",""1315.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,291,corvette,,,raw_price_schedule_row,"[""**REFER TO DEALER ORDER GUIDE/DATA BOOK FOR MODEL AND OPTION AVAILABILITY AND APPLICATION**"","""","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,293,corvette,,,raw_price_schedule_row,"[""(a) Dealer invoice includes Holdback amount retained for dealer's account in accordance with applicable vehicle terms of sale bulletin."","""","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,295,corvette,,,raw_price_schedule_row,"[""(b) D/H Charges on vehicle and optional equipment include reimbursement to ordering division for any tax that it has paid, incurred or agreed to pay thereon."","""","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,297,corvette,,,raw_price_schedule_row,"[""(c) Manufacturer's Suggested Retail Prices, Employee Prices do not include applicable destination charges (DFC), state and local taxes, and license and registration fees."","""","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,299,corvette,,,raw_price_schedule_row,"[""GM PRICING AND DISCOUNTS ARE SUBJECT TO CHANGE AT THE DISCRETION OF GENERAL MOTORS"","""","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,301,corvette,,,raw_price_schedule_row,"[""Published April 13, 20262027 CHEVROLET CORVETTE"","""","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,305,corvette,,,raw_price_schedule_row,"[""Any Unauthorized Access Is Prohibited And Subject To Prosecution!"","""","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,306,corvette,,,raw_price_schedule_row,"[""© 2024 General Motors. All Rights Reserved."","""","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
